title_class,body_class
-0.2247,0.9609
0.0,0.0
-0.0018,0.9955
-0.7845,-0.9769
-0.34,0.9845
0.5574,0.9504
-0.4497,0.6524
0.5709,-0.6712
0.8641,0.9895
0.4019,0.9901
0.5994,0.9663
-0.5106,0.7099
-0.5574,-0.5574
0.0,0.9432
0.6369,0.9856
0.25,0.34
-0.8316,0.9777
-0.3182,-0.1531
0.7506,0.9939
0.765,0.9771
0.4939,0.9943
-0.2263,0.9839
-0.25,0.9884
0.0,0.9412
0.296,0.0
0.0,0.9931
0.9509,0.9983
0.3612,0.9933
0.8481,0.9756
0.5423,0.997
0.6705,0.5859
-0.128,0.9602
-0.8151,0.9727
0.128,0.9161
0.2263,0.8858
-0.7003,0.6887
0.7351,0.5267
-0.34,0.7003
0.3612,0.8779
0.2023,0.9981
0.0,0.9928
-0.4215,0.4215
-0.0644,-0.5584
-0.1513,0.9802
0.2732,0.9194
0.836,0.9738
0.7906,0.9628
0.5106,0.9898
0.4939,0.9943
-0.296,0.0
0.0,0.8167
0.5423,0.9918
-0.5423,-0.9701
0.4767,0.9914
0.1531,0.9839
0.8979,0.9831
0.6369,0.9792
-0.7003,0.8076
0.6705,0.0
-0.296,0.0516
-0.4333,0.966
-0.128,0.9602
-0.2732,-0.5994
0.3262,0.9801
0.4215,0.9867
-0.793,-0.9125
0.34,0.5719
0.7553,0.3818
0.6908,0.2732
0.4767,0.656
0.4404,0.9652
0.7351,0.9765
-0.3182,-0.1406
-0.5719,-0.4939
0.3182,0.9705
0.0772,-0.7641
0.1027,0.9612
0.0,0.8832
0.7964,0.9916
-0.2617,0.9834
0.6901,0.9341
0.0,0.9814
0.0258,0.3182
0.5574,0.9613
0.0258,0.9826
-0.4767,-0.93
0.4215,0.9801
0.296,0.9866
0.0,0.9852
0.0,0.9501
0.296,0.9821
0.4939,0.4019
0.4404,0.9839
0.0,0.4946
-0.2732,0.8228
0.8519,0.9969
-0.34,0.6826
0.6705,0.8316
0.4019,0.9417
0.4019,0.9417
0.7479,0.9972
-0.128,-0.2153
0.5927,0.3221
0.0516,-0.5267
-0.2023,0.6956
0.4767,0.9884
-0.2263,0.1779
-0.5574,-0.5719
0.5106,0.9612
0.0772,0.9482
0.3612,0.4386
0.5267,0.9869
-0.0258,-0.9762
0.5719,0.9001
0.2732,-0.34
-0.2732,0.9684
-0.3612,0.8658
0.0,0.9932
0.0,-0.466
0.1027,0.9806
0.9178,-0.3612
0.0,0.8126
0.3818,-0.9922
0.8143,-0.986
0.0,0.9705
0.4019,0.892
0.1531,0.7495
0.0,0.9325
-0.2263,0.7553
0.4215,0.9794
0.7717,0.9985
-0.0516,0.8701
-0.2023,0.715
-0.4404,0.9934
0.4939,0.9456
0.5267,0.9173
0.25,-0.914
0.4215,0.969
-0.8008,0.8987
0.2732,0.4939
0.5106,0.1815
-0.521,-0.6808
-0.8271,0.9913
0.2023,0.8589
0.25,0.9906
0.1779,0.8519
0.3182,0.4019
0.0,0.8721
0.0,0.4153
-0.4525,-0.6898
0.7717,0.9985
0.25,-0.914
-0.1531,-0.9509
-0.5574,0.9968
0.6597,0.9928
0.5423,0.989
-0.3919,0.8738
0.0,0.8944
-0.5719,0.6105
0.2919,0.9927
-0.6486,-0.1326
0.7845,0.836
-0.2732,0.9694
0.128,0.9954
-0.7184,0.5416
0.6597,0.9893
0.4019,0.9912
0.3818,0.9712
0.0,0.4404
-0.0258,0.7066
0.4404,0.9933
-0.0129,0.993
0.3612,0.9038
0.0,0.0
0.1779,0.9877
0.296,0.1531
-0.5106,0.2144
-0.3182,-0.6681
0.8262,0.802
0.0,0.4939
0.4019,0.8004
0.4019,0.8004
0.128,0.9941
0.0,0.9693
0.25,-0.4601
-0.25,0.9519
0.0772,0.9954
0.3818,0.6808
-0.1901,0.8779
-0.2263,0.9796
0.0,0.6705
0.0,0.932
0.6597,0.9821
0.2732,0.9177
0.0772,0.0
0.431,0.9979
0.34,0.8522
0.128,0.9628
0.6124,0.9814
0.4588,0.9912
-0.1531,-0.3003
0.4854,0.9273
0.8402,0.804
-0.2732,-0.0387
-0.1406,-0.5346
-0.1531,0.9893
0.7579,0.997
0.2732,-0.0772
0.0,0.9652
-0.0258,0.2263
0.2263,0.7901
0.3612,-0.0127
-0.5267,0.9327
0.4939,-0.0258
-0.4588,-0.8658
0.5994,0.9886
0.4404,0.9368
0.4404,-0.5127
0.5574,-0.873
0.8225,0.5714
0.0,0.7583
0.5859,0.0
0.296,0.7269
0.4215,0.9688
-0.3612,0.6735
0.4939,0.974
0.5859,0.3818
-0.7271,0.9285
0.7964,0.978
0.8176,0.0469
-0.4404,-0.128
0.6808,-0.743
0.4767,0.9732
0.5118,0.9796
-0.024,0.9664
0.3182,0.9917
0.3818,0.996
-0.0258,0.8021
-0.2263,0.9781
-0.3724,-0.3206
0.0,0.9568
-0.4019,0.9916
0.0,0.9944
-0.1531,-0.3003
0.6597,0.9928
0.4019,-0.9545
0.5023,0.8658
0.2732,0.9951
0.802,0.9814
0.7003,0.9927
0.4019,0.296
0.296,0.9902
0.0,0.781
0.0,0.9568
0.0,0.802
0.5859,0.0
0.2023,-0.5666
0.1531,0.9451
0.0,0.8834
-0.1808,0.0485
0.3818,-0.3291
-0.1027,0.7564
0.296,0.9891
0.0772,0.8922
-0.5423,0.9032
-0.431,0.7964
0.6124,0.9825
0.4215,0.3235
0.2263,0.9001
0.6486,-0.0772
0.5719,-0.4957
-0.4215,0.9881
0.2732,0.5859
-0.34,0.95
0.4215,0.9061
0.8834,0.8176
-0.34,0.9619
0.4404,0.9828
0.0,0.9623
0.0,0.903
0.0258,0.9884
0.128,0.9829
0.5423,0.9943
0.5719,0.9788
0.2732,-0.5522
0.6486,0.9951
0.4588,0.93
0.0,0.6597
-0.3506,0.961
-0.3506,0.9871
0.296,0.9803
0.8271,0.9761
-0.5106,0.8602
-0.355,0.2732
-0.4535,0.9322
0.296,0.836
0.296,0.9738
-0.5413,0.9169
-0.25,0.9169
-0.0772,0.9755
0.4404,0.802
0.4019,0.802
0.5106,0.64
-0.0772,0.9819
0.0516,0.2682
-0.6369,-0.9824
-0.5994,0.8279
0.743,0.9186
0.4215,-0.982
-0.8625,-0.9029
0.0,0.0
0.4019,0.1108
0.4767,-0.0258
0.5267,0.1531
0.0,0.9875
0.4019,0.9041
0.0,0.9517
-0.5719,0.8858
-0.3818,0.8555
0.0,0.9946
0.4215,0.9528
0.296,0.9896
0.6369,0.9974
0.4215,0.34
-0.6369,-0.9951
0.0,0.9504
0.4939,0.9604
0.0,0.969
0.0,0.0
-0.5106,-0.34
-0.5719,0.9428
0.7184,0.9902
-0.3818,0.9231
0.4588,0.9684
0.0,0.6369
-0.296,-0.6817
0.0,-0.4404
0.0,0.2649
0.4588,0.0
0.0,0.397
0.0,-0.8506
-0.4588,-0.2023
0.3818,0.8555
0.4939,0.5719
-0.2732,-0.9385
0.2263,0.9933
0.0,0.8849
-0.4939,-0.1504
-0.0516,-0.7184
0.0,0.836
0.4588,0.8689
0.0,0.8399
-0.5994,0.9897
0.0,0.1779
0.0,0.0
0.7096,0.9934
0.0,0.9577
-0.4404,0.8101
-0.5106,-0.34
-0.7003,-0.9357
-0.1027,0.9823
0.7684,0.944
0.0,0.9313
0.0,0.2649
-0.2732,0.9871
-0.0258,-0.8997
0.0,0.5106
0.2263,0.9933
-0.4257,-0.2023
-0.7096,0.5423
0.0,0.0
0.0,0.9618
0.6369,-0.5489
-0.4939,-0.5106
-0.2023,-0.842
-0.296,-0.8427
0.128,-0.9773
0.0,0.9675
-0.7845,-0.9811
0.4215,0.9653
-0.4939,-0.5106
0.296,0.7814
-0.1181,0.7682
-0.3919,-0.1779
-0.4019,-0.8861
0.296,0.9957
0.3182,0.9757
0.4019,0.896
0.1027,0.9761
-0.1531,-0.5777
0.6901,0.9537
-0.296,-0.9674
0.5423,-0.9861
0.0,-0.3818
0.4588,-0.1406
-0.4854,0.9911
0.0772,-0.943
0.6486,0.7567
-0.2263,0.9674
-0.1779,-0.9571
-0.1531,0.9787
0.128,-0.9773
0.4588,-0.6249
0.5574,0.9509
-0.5859,0.9253
0.1779,0.8122
-0.0516,-0.9325
0.5574,0.9985
0.5267,0.9727
0.0,0.0
-0.2263,0.8022
-0.5574,0.9201
0.0772,0.5574
0.0258,0.9974
0.3612,0.5724
0.1779,-0.128
0.2263,0.6369
-0.2732,-0.9309
-0.8271,-0.9749
0.0,0.9991
0.4939,0.8444
-0.5994,0.9774
0.4215,0.8375
0.4522,0.775
-0.7783,-0.9966
-0.3597,-0.9356
-0.5423,-0.9627
-0.8519,-0.9493
-0.2732,0.9749
0.6808,0.9112
-0.9652,-0.9892
-0.0772,0.9709
0.1027,-0.5719
0.0,0.0772
0.1779,0.0644
-0.2732,-0.34
0.7964,-0.7861
0.0,0.9556
-0.296,-0.7717
0.0,-0.9834
0.1655,-0.5574
0.5719,0.0672
0.2732,0.9969
-0.296,0.8481
-0.6705,-0.85
-0.7184,0.2732
-0.4939,-0.9874
0.0,0.8779
0.7506,0.9818
0.0516,-0.9478
0.4215,0.9686
-0.8876,-0.982
-0.7964,-0.9668
0.1027,-0.9733
-0.8158,-0.9974
-0.128,-0.9862
-0.0258,0.3384
-0.1531,-0.9908
-0.9419,-0.9845
-0.1779,-0.9919
0.8957,0.9942
0.4939,0.9823
0.6705,-0.4934
0.5647,0.9776
0.7717,0.979
0.6369,0.0772
0.0772,0.5499
0.6486,0.9509
-0.2716,-0.8011
-0.296,-0.802
-0.6249,0.9704
-0.0516,-0.8717
-0.0516,-0.9596
0.1779,0.0644
-0.3083,0.1525
-0.6369,0.8442
0.4215,0.9127
0.3612,0.9604
0.0,0.9882
0.0,0.8271
-0.8807,0.2449
-0.8807,-0.9805
-0.3071,0.5719
0.128,0.7974
0.0,0.6797
0.765,0.7107
-0.3701,0.2732
0.3612,0.9908
-0.7184,-0.986
0.2732,0.9969
0.7351,-0.3182
0.7269,0.9906
0.8641,0.7909
0.296,-0.8934
0.9118,0.9918
-0.0258,-0.9974
-0.6124,-0.9209
-0.8176,-0.9936
0.1531,0.9607
0.25,0.8508
0.2732,0.9722
0.0,0.2732
0.296,0.5081
0.296,0.5081
-0.2732,0.9729
0.8225,0.9478
0.0,0.9859
0.2023,0.9674
-0.5574,0.7096
0.0,0.5733
0.4019,0.1581
-0.1531,-0.9524
0.6249,0.9899
-0.6124,-0.8586
-0.3612,-0.7899
0.2732,-0.8637
0.0,0.4588
0.4939,0.9729
-0.5423,-0.8957
0.4939,0.976
0.3612,0.9942
-0.6369,0.8442
0.4215,0.9127
0.7669,0.1027
0.25,-0.9841
0.0,0.8271
-0.8807,-0.9805
0.3182,-0.6705
-0.5927,0.9662
0.6486,0.5267
-0.3506,-0.985
0.0,0.9601
-0.6369,-0.8409
0.0,0.8315
-0.4404,0.25
-0.3818,-0.4315
0.34,0.6597
0.8074,0.9587
0.6124,-0.9825
0.7096,0.9885
-0.2585,-0.8591
-0.3632,-0.9792
-0.8176,-0.9936
0.6124,0.918
-0.2732,0.3818
0.8225,0.9728
0.9118,0.9918
0.0,0.9928
-0.34,-0.9127
-0.3818,0.296
0.2551,0.6808
0.6124,0.9734
0.6249,0.9899
0.0,0.946
0.4939,0.978
0.5325,0.8809
0.7717,0.8128
0.0,0.25
0.0,0.3612
0.4215,0.9664
-0.128,0.3612
0.296,-0.3304
0.1531,0.9526
0.3612,0.9952
0.3612,0.8483
-0.4215,0.0517
-0.8442,-0.9802
-0.2023,-0.9864
0.4939,-0.5719
-0.7783,-0.9966
0.296,0.9134
0.0,0.5994
-0.1027,-0.5232
0.4019,0.9349
0.0,0.6621
0.0258,0.9559
0.4767,0.296
-0.1406,0.9926
-0.128,0.9939
0.1779,0.4404
-0.0258,-0.9739
-0.4404,-0.789
0.0,-0.9197
0.0258,-0.9136
-0.7579,0.4946
-0.5267,-0.34
0.7096,0.9967
-0.4588,0.9419
-0.7906,-0.3502
0.5267,0.9762
0.0,0.9973
0.5106,0.7863
0.6249,-0.6935
0.6705,0.9169
0.2263,-0.7579
0.4019,0.9325
0.4019,0.9682
-0.6808,-0.9929
-0.0516,-0.8577
-0.5859,-0.9136
0.4404,-0.7984
-0.7449,-0.653
-0.4588,-0.9203
0.296,0.9134
-0.2263,-0.9331
-0.6249,-0.8684
-0.7096,-0.8201
0.0,-0.9836
-0.7579,0.4946
0.4019,0.9387
0.2023,-0.801
-0.2732,0.9841
-0.25,0.9872
0.4019,0.9682
-0.0516,0.9605
0.0,0.5267
0.0,0.5267
0.1531,0.9633
0.0,0.9809
-0.4588,0.7351
0.775,0.5106
-0.6369,0.9849
-0.7003,-0.9211
-0.4215,-0.9451
0.0,0.9943
0.5267,0.9044
0.8481,0.9796
-0.3818,-0.5145
-0.899,0.9844
-0.899,0.6565
-0.4767,-0.9349
0.0258,0.9962
0.6249,0.998
0.4767,0.9967
-0.1779,0.8519
0.5106,0.9803
-0.8126,-0.9878
0.3182,0.9437
0.0,0.9221
0.3182,0.991
-0.3612,-0.8024
-0.7096,0.9366
0.8347,-0.9418
0.0,-0.9563
0.0,-0.9549
0.0,-0.8735
-0.3612,-0.5298
-0.4215,-0.6249
-0.8979,-0.9607
0.5267,0.9044
-0.1027,0.9932
-0.0516,0.9545
-0.7783,0.0804
-0.2878,0.9613
0.3612,0.9513
0.1779,0.9891
0.4019,0.9657
-0.3089,-0.866
-0.3147,0.4939
-0.6705,-0.9887
0.6369,0.9325
0.0258,0.9962
-0.4588,0.7574
-0.7184,0.9933
0.296,0.8126
0.0,0.872
-0.296,0.9923
0.0,0.9979
-0.2023,0.3612
-0.8074,0.9766
-0.6908,-0.975
-0.8074,0.9022
-0.6597,-0.3034
0.3903,-0.9384
-0.7096,0.7227
0.25,0.9711
0.6908,0.9667
0.0,0.8689
-0.5423,-0.951
0.0,0.0516
0.0,-0.5994
-0.5719,0.9074
-0.2732,0.9948
0.765,-0.0105
0.2732,0.9849
-0.8979,-0.9193
0.0772,0.8129
0.5267,0.6486
-0.1027,0.8176
0.5423,0.5964
-0.3612,-0.5574
0.3612,0.9513
0.0,0.9816
-0.2732,0.9703
-0.6597,0.9771
-0.6597,0.9497
-0.4588,0.7704
-0.4588,0.7704
-0.5499,0.9869
0.1531,0.6223
-0.6705,-0.9887
-0.4215,0.7368
0.3818,0.222
0.128,0.906
0.0258,-0.6566
0.765,0.0516
-0.25,0.6669
0.0772,0.9592
0.7906,0.8686
0.7906,0.8686
0.25,-0.6573
-0.743,-0.9253
-0.4019,-0.8228
-0.7184,0.9933
-0.2263,0.0
0.6124,0.9736
-0.7096,0.9946
-0.7269,-0.8934
0.743,-0.894
-0.4215,-0.9191
-0.3182,-0.94
-0.7579,0.802
0.0516,0.8793
0.0129,0.2233
-0.6249,0.9568
-0.3919,0.9287
0.0,0.9001
0.128,0.6402
-0.1,0.984
-0.4767,0.966
0.3903,-0.9384
0.7506,0.9873
0.25,0.9711
0.4404,0.9922
0.6908,0.9667
0.3612,0.9711
0.3612,0.9885
0.0,0.9927
-0.5423,-0.951
-0.3291,0.9387
-0.0258,0.9954
0.0,-0.9186
0.0,-0.5994
-0.0258,-0.601
0.4767,-0.9508
0.4588,0.9942
0.6249,0.4719
0.5574,0.9973
-0.0516,0.9959
0.886,0.9746
0.0,0.7351
-0.8442,-0.5609
-0.5346,0.8074
-0.8402,0.9958
-0.1531,0.2617
0.6124,-0.8511
0.6124,-0.9023
-0.5719,-0.9959
0.2382,0.9802
-0.2732,0.9252
-0.2732,-0.974
0.4588,0.5734
-0.3818,-0.6956
-0.3818,-0.0772
-0.5267,-0.9204
0.128,0.906
-0.802,0.9375
-0.802,0.9375
0.4019,0.0839
-0.4215,0.5455
0.09,0.4404
0.2023,0.998
-0.7579,-0.6249
0.8074,0.9081
0.7845,0.2322
0.0,-0.9376
0.34,0.8624
0.0,-0.6124
0.4404,0.8413
0.0262,0.984
-0.4767,0.9657
-0.7063,0.7269
0.296,0.802
-0.6597,0.9814
-0.128,0.8953
-0.5106,0.8953
0.6428,0.3818
0.0,0.4297
-0.6249,0.9894
0.8746,-0.9885
-0.2263,-0.9276
-0.0516,0.5346
0.3182,0.9892
-0.6769,0.9932
0.4939,0.4588
0.3818,0.8294
-0.7351,-0.8813
-0.8176,-0.5635
-0.2732,-0.9643
-0.5859,-0.9935
-0.5346,0.8074
0.1531,-0.82
-0.1531,0.2617
-0.3182,0.9337
-0.2732,-0.1531
0.3626,-0.979
-0.128,-0.8408
0.0,0.824
0.34,0.5574
0.8658,0.9952
0.4215,-0.8918
0.3612,0.8083
0.0,-0.9633
-0.6486,0.9782
-0.101,-0.6436
-0.9118,-0.9959
0.7351,0.9875
0.0,0.9961
0.0,0.9848
-0.7906,0.167
0.128,0.5506
0.0,0.9655
-0.8625,0.8807
-0.128,0.9886
-0.2023,-0.847
-0.5719,0.1531
0.4588,0.9377
-0.296,-0.9229
0.5267,-0.8519
0.5267,0.3612
0.0,0.6369
0.2263,0.8798
-0.128,0.919
0.5267,0.9736
0.7501,0.965
0.4939,0.802
-0.1027,0.9792
0.0,0.9955
0.3182,0.9838
-0.5719,0.9581
0.2023,0.9791
0.2374,-0.971
-0.1027,0.4215
-0.7845,0.8555
-0.34,0.9714
-0.0772,0.9912
0.2023,-0.954
0.0258,0.1379
0.539,0.9764
0.8074,0.8208
-0.5106,0.9624
-0.296,0.8126
-0.296,-0.34
-0.4019,-0.9724
-0.296,0.999
0.1027,0.968
-0.2411,-0.9173
-0.2263,0.9978
0.1531,-0.6249
0.3182,0.6249
0.6115,0.9524
-0.5574,-0.802
0.1779,-0.128
0.1779,-0.128
0.4404,0.9959
-0.6486,0.9782
-0.128,0.3536
0.0,0.8519
0.0,0.6369
-0.128,0.9886
0.0,0.9963
-0.3182,0.9481
0.5267,-0.8519
-0.0772,0.9912
0.0,-0.9531
-0.2732,0.7096
-0.2023,-0.8427
0.2732,0.941
0.5994,0.6808
-0.8885,-0.8922
-0.7269,-0.9661
0.296,0.856
0.2732,0.9852
-0.7783,-0.9874
0.0,-0.6705
-0.4404,-0.9922
-0.5994,-0.6705
0.0,-0.9209
0.3818,0.9932
0.0,0.998
0.5719,0.4382
0.0,0.6808
0.128,0.9885
0.6597,0.992
-0.3818,-0.9758
0.765,0.8974
-0.2263,-0.1655
0.802,0.9874
0.5023,0.9969
-0.4404,0.9735
0.0,0.8934
0.2263,0.9815
0.6808,0.9858
-0.5574,0.9564
-0.5574,0.9283
0.1045,0.9701
-0.4215,0.9909
0.4404,0.2023
-0.128,0.9435
0.5859,-0.743
-0.8074,-0.9698
-0.3818,0.856
-0.8271,-0.433
-0.4404,-0.9856
-0.2732,0.7184
0.5346,0.998
0.6124,0.8945
0.4019,0.7517
0.2023,0.4416
-0.25,0.9976
-0.7506,0.8851
-0.5267,-0.8442
0.3612,0.992
-0.6908,-0.6187
0.3612,0.9158
0.2732,0.9517
-0.4019,-0.908
-0.6124,-0.9702
-0.4404,0.1734
-0.2144,0.956
-0.7003,-0.9594
-0.2732,-0.7311
0.6808,0.9174
0.0258,0.8266
0.5994,0.8963
0.7579,0.9186
0.2263,0.9914
-0.4404,-0.9749
-0.6369,0.8724
-0.5267,-0.9613
0.8735,0.9927
0.0,0.9975
-0.128,0.99
0.5267,0.6808
0.5859,0.3818
0.8519,0.9946
-0.3744,-0.6124
0.7184,0.9996
-0.3612,0.3818
0.1779,-0.6088
0.4019,0.984
-0.128,0.0802
0.4404,0.9898
0.5994,0.9875
-0.6705,0.7463
0.3818,0.9349
-0.3612,0.5927
0.0258,-0.8885
0.4588,0.9726
-0.6808,-0.9848
-0.3818,0.6955
-0.7506,-0.9906
0.2023,-0.4513
-0.4215,0.9765
0.34,0.9134
-0.4019,0.2537
0.0,0.9198
-0.5106,0.9857
0.0,-0.8861
-0.7814,0.7838
-0.7184,0.9621
0.4588,0.9652
-0.6249,-0.998
-0.2732,0.2846
0.4404,0.5283
0.3182,0.9467
0.5267,-0.9143
0.1027,-0.3184
-0.34,-0.2732
0.2263,0.847
0.0,0.9967
0.6124,0.7668
0.0,0.8074
-0.1027,-0.8765
0.4019,0.9665
0.6249,0.0274
0.2732,0.9972
-0.0644,-0.9894
-0.0644,-0.9894
-0.4588,-0.2105
-0.6249,0.9297
0.2732,0.5267
0.2263,-0.6601
-0.0258,0.7634
-0.3818,0.9099
-0.5106,0.8402
-0.4404,0.9547
0.5423,0.9791
0.7906,0.9944
0.2732,0.8674
0.6705,-0.8481
0.5106,0.9576
0.6705,-0.4103
0.7269,0.9836
0.1531,0.0387
-0.8271,-0.9595
0.7351,0.8603
-0.0772,-0.8875
-0.2263,-0.8001
0.6597,0.1358
0.4215,0.6369
-0.4019,0.7632
0.0,-0.6083
-0.5994,-0.9825
0.0516,0.6757
-0.0772,0.34
0.0,0.0258
0.0,0.0258
-0.3544,-0.8846
0.2023,-0.2658
-0.8126,0.9922
-0.2052,0.3818
0.8316,0.9469
-0.6597,-0.9887
0.6486,0.9028
0.0516,0.4939
0.3919,0.5558
-0.6705,-0.6849
0.0,0.4071
-0.3818,-0.7703
-0.6124,-0.9685
0.4019,0.8264
-0.8151,0.9197
0.34,0.7987
0.4019,-0.8793
0.4588,0.9688
0.5574,-0.4142
0.0,0.9953
-0.128,0.8938
-0.4767,0.8481
0.6597,0.6385
0.0,0.3612
0.4939,0.7506
-0.3182,-0.9887
0.128,-0.8455
0.4215,0.9985
0.0,0.7638
0.0,-0.958
0.7003,0.9696
0.7506,0.9902
0.0,0.9936
0.3612,0.992
-0.5423,0.9655
0.8176,0.9764
0.1779,0.6908
0.7003,0.9838
0.8176,0.9661
0.1779,0.9937
0.7845,0.9974
0.7003,0.8402
-0.34,0.7003
-0.765,-0.8746
0.6249,-0.8074
0.7713,0.9644
0.0,0.4144
-0.5574,-0.709
0.2023,0.9291
0.4767,-0.9144
0.0,0.4144
0.0,0.9885
0.2023,0.9225
0.296,0.9911
-0.5574,-0.4843
0.8481,0.96
0.0276,-0.8864
0.3818,-0.1486
-0.0258,0.0892
0.0,0.8914
0.6124,-0.8241
-0.1326,-0.7899
0.0,0.9885
0.2732,0.936
0.296,0.9677
0.296,0.7797
0.3818,0.5627
0.0,0.9439
0.2023,-0.9926
-0.8948,-0.9965
-0.4939,-0.1082
-0.4588,-0.9521
0.3182,-0.9121
0.3182,0.9226
0.2023,-0.964
0.3818,0.9482
0.2732,0.1531
0.6351,0.7105
-0.204,0.9415
-0.8555,0.5267
-0.7783,0.5717
0.3182,0.9229
0.34,-0.9435
0.0,-0.4019
-0.7783,0.8332
0.0,-0.4019
0.5106,0.987
0.4019,0.5859
0.7184,0.8689
0.0,0.7783
-0.1027,-0.6729
-0.8271,0.9875
-0.8271,0.9875
-0.6231,0.6187
0.7906,0.9201
-0.4215,0.9966
-0.0258,0.6808
0.4404,-0.1406
-0.6597,0.9896
0.0,0.6124
0.1531,0.8884
0.4215,0.9656
0.6369,0.802
0.6908,0.4767
0.2263,-0.8945
0.1531,-0.708
-0.3182,-0.8059
0.296,0.7717
0.6234,0.9609
0.128,-0.7459
0.128,-0.7459
0.2023,-0.8749
-0.0516,0.9978
0.3818,0.952
-0.128,-0.9153
-0.6249,0.8154
0.2263,-0.5499
-0.0516,0.9423
0.0,0.9967
-0.2023,0.9671
-0.2023,0.9724
0.296,0.4404
0.7845,0.5034
0.0,0.8689
0.0,0.5267
0.0,-0.7579
-0.5574,0.865
-0.2023,0.0
-0.8847,0.915
0.7906,0.9821
-0.8176,-0.2238
0.7484,0.9199
-0.5994,0.9668
-0.4588,0.7351
-0.2023,0.872
0.7506,0.0
-0.5267,-0.7899
-0.5267,-0.7899
-0.8948,-0.9965
-0.128,-0.8248
0.2732,-0.9578
-0.25,0.2263
0.1779,0.6908
-0.25,0.8218
-0.25,0.9379
-0.8555,-0.7237
-0.5574,0.3839
-0.128,0.9432
-0.7783,0.5717
-0.6369,0.5251
0.0,0.8428
0.0,0.8428
0.0,0.0772
0.4404,0.1139
0.2023,-0.8149
0.2023,-0.8149
0.2732,-0.1735
0.2732,-0.1735
0.0,0.3612
0.296,0.7628
0.2732,0.966
0.2732,0.926
-0.2732,0.9914
0.296,0.7003
-0.0772,0.996
0.0,0.0
-0.0772,0.9957
0.0,0.9941
0.0,0.5106
-0.6705,-0.9758
0.2732,0.9992
0.6808,0.8885
-0.4215,0.8402
-0.3804,0.6369
0.0258,0.802
-0.0258,-0.8807
0.2263,-0.4939
0.4404,0.9612
0.0,0.6801
0.7783,0.6573
-0.2263,0.9294
0.5267,0.0
-0.3612,0.8999
